orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,productName,productLine,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
10155,S700_3167,43,76.8,1,2003-10-06,2003-10-13,2003-10-07,Shipped,,186,"Toys of Finland, Co.",Karttunen,Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,1501.0,96500,,,,,,,,
10155,S700_4002,44,70.33,3,2003-10-06,2003-10-13,2003-10-07,Shipped,,186,"Toys of Finland, Co.",Karttunen,Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,1501.0,96500,,,,,,,,
10155,S72_1253,34,49.16,8,2003-10-06,2003-10-13,2003-10-07,Shipped,,186,"Toys of Finland, Co.",Karttunen,Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,1501.0,96500,,,,,,,,
10156,S50_1341,20,43.64,1,2003-10-08,2003-10-17,2003-10-11,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Trucks and Buses,1:32,Autoart Studio Design,*,482.0,61.43803904629468,94.57902763166648
10156,S700_1691,48,77.64,2,2003-10-08,2003-10-17,2003-10-11,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Classic Cars,1:18,Min Lin Diecast,*,9764.0,47.03637502775394,68.24552369300221
10157,S18_2581,33,69.27,3,2003-10-09,2003-10-15,2003-10-14,Shipped,,473,Frau da Collezione,Ricotti,Franco,+39 022515555,20093 Cologno Monzese,Alessandro Volta 16,Milan,,,Italy,1401.0,34800,*,Vintage Cars,1:32,Highway 66 Mini Classics,*,26.0,27.16694400129285,44.36794071016261
10157,S24_1785,40,89.72,5,2003-10-09,2003-10-15,2003-10-14,Shipped,,473,Frau da Collezione,Ricotti,Franco,+39 022515555,20093 Cologno Monzese,Alessandro Volta 16,Milan,,,Italy,1401.0,34800,*,Trucks and Buses,1:18,Motor City Art Classics,*,6627.0,101.53780451040632,212.10430115281773
10157,S24_4278,33,66.65,4,2003-10-09,2003-10-15,2003-10-14,Shipped,,473,Frau da Collezione,Ricotti,Franco,+39 022515555,20093 Cologno Monzese,Alessandro Volta 16,Milan,,,Italy,1401.0,34800,*,Trucks and Buses,1:12,Welly Diecast Productions,*,740.0,101.0020790584118,189.3249032143667
10157,S32_1374,34,83.91,1,2003-10-09,2003-10-15,2003-10-14,Shipped,,473,Frau da Collezione,Ricotti,Franco,+39 022515555,20093 Cologno Monzese,Alessandro Volta 16,Milan,,,Italy,1401.0,34800,*,Classic Cars,1:18,Studio M Art Models,*,9359.0,20.82355274844421,42.79560362332779
10157,S32_4289,28,56.41,6,2003-10-09,2003-10-15,2003-10-14,Shipped,,473,Frau da Collezione,Ricotti,Franco,+39 022515555,20093 Cologno Monzese,Alessandro Volta 16,Milan,,,Italy,1401.0,34800,*,Classic Cars,1:18,Gearbox Collectibles,*,9437.0,77.9,149.0344687116821
10157,S700_2834,48,109.16,2,2003-10-09,2003-10-15,2003-10-14,Shipped,,473,Frau da Collezione,Ricotti,Franco,+39 022515555,20093 Cologno Monzese,Alessandro Volta 16,Milan,,,Italy,1401.0,34800,,,,,,,,
10158,S24_2000,22,67.79,1,2003-10-10,2003-10-18,2003-10-15,Shipped,,121,Baane Mini Imports,Bergulfsen,Jonas ,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,1504.0,81700,*,Vintage Cars,1:18,Min Lin Diecast,*,9739.0,60.76413791326473,91.76911538638934
10159,S10_1678,49,81.35,14,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:50,Carousel DieCast Legends,*,6636.0,15.990103455534609,40.09642116141407
10159,S10_2016,37,101.1,17,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:18,Studio M Art Models,*,7919.0,15.942893176776394,34.00734874868129
10159,S10_4698,22,170.42,16,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:32,Welly Diecast Productions,*,24.0,32.59215045060954,55.370045274079686
10159,S12_1099,41,188.73,2,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:12,Red Start Diecast,*,171.0,101.83273906318328,209.45678331472223
10159,S12_2823,38,131.04,13,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:18,Gearbox Collectibles,*,9769.0,95.42810526454146,191.12653282342603
10159,S12_3990,24,67.03,3,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:18,Min Lin Diecast,*,9765.0,94.339098005355,189.47369316959387
10159,S18_2625,42,51.48,18,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:24,Carousel DieCast Legends,*,6638.0,15.92148036192097,33.62114460686405
10159,S18_3278,21,66.74,5,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:50,Studio M Art Models,*,7693.0,16.20675014856498,33.69227691995543
10159,S18_3482,25,129.35,4,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:24,Carousel DieCast Legends,*,6971.0,15.932137155876465,33.35924691612384
10159,S18_3782,21,54.71,8,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:18,Min Lin Diecast,*,9763.0,66.9296862153512,102.68290066552892
10159,S18_4721,32,142.85,7,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:12,Red Start Diecast,*,129.0,98.56237976626088,195.64172117068023
10159,S24_1578,44,100.3,15,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:32,Autoart Studio Design,*,25.0,77.9,123.6233913267614
10159,S24_2360,27,67.18,11,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:18,Motor City Art Classics,*,9133.0,103.00066937755342,211.38111948927
10159,S24_3371,50,49.6,1,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:50,Welly Diecast Productions,*,7327.0,23.14956606203029,35.212490867685986
10159,S24_4620,23,80.84,6,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:32,Studio M Art Models,*,78.0,38.65365839183748,54.35900483264888
10159,S32_2206,35,39.43,9,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:32,Welly Diecast Productions,*,1897.0,33.232069456659175,53.94845643343693
10159,S32_4485,23,86.74,12,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:18,Min Lin Diecast,*,7968.0,52.20275716464802,69.00231279996977
10159,S50_4713,31,78.11,10,2003-10-10,2003-10-19,2003-10-16,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:10,Motor City Art Classics,*,6867.0,103.28391063597878,208.8998088094502
10160,S12_3380,46,96.3,6,2003-10-11,2003-10-17,2003-10-17,Shipped,,347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,6047 Douglas Av.,,Los Angeles,CA,91003,USA,1166.0,57700,*,Trucks and Buses,1:32,Welly Diecast Productions,*,40.0,66.64467294805083,118.1725803028773
10160,S12_4675,50,93.28,5,2003-10-11,2003-10-17,2003-10-17,Shipped,,347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,6047 Douglas Av.,,Los Angeles,CA,91003,USA,1166.0,57700,*,Trucks and Buses,1:18,Autoart Studio Design,*,167.0,66.8751659417571,123.12211027958806
10160,S18_1889,38,70.84,4,2003-10-11,2003-10-17,2003-10-17,Shipped,,347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,6047 Douglas Av.,,Los Angeles,CA,91003,USA,1166.0,57700,*,Classic Cars,1:18,Min Lin Diecast,*,6698.0,93.8860443489526,143.49848019318546
10160,S18_3232,20,140.55,1,2003-10-11,2003-10-17,2003-10-17,Shipped,,347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,6047 Douglas Av.,,Los Angeles,CA,91003,USA,1166.0,57700,*,Trucks and Buses,1:32,Welly Diecast Productions,*,4101.0,49.36988239212934,62.67888722685704
10160,S24_2972,42,30.59,2,2003-10-11,2003-10-17,2003-10-17,Shipped,,347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,6047 Douglas Av.,,Los Angeles,CA,91003,USA,1166.0,57700,*,Trucks and Buses,1:18,Exoto Designs,*,5564.0,93.33151357764004,155.97788291935495
10160,S24_3856,35,130.6,3,2003-10-11,2003-10-17,2003-10-17,Shipped,,347,"Men 'R' US Retailers, Ltd.",Chandler,Brian,2155554369,6047 Douglas Av.,,Los Angeles,CA,91003,USA,1166.0,57700,*,Trucks and Buses,1:18,Studio M Art Models,*,3962.0,37.24783454243264,72.32605311358819
10161,S18_1129,28,121.72,12,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Vintage Cars,1:24,Carousel DieCast Legends,*,3459.0,15.911192079240765,34.46389178226829
10161,S18_1589,43,102.04,8,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Vintage Cars,1:32,Autoart Studio Design,*,51.0,20.347653003174248,39.23432772600313
10161,S18_1984,48,139.41,11,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Classic Cars,1:18,Min Lin Diecast,*,9767.0,65.70933780070725,102.40019198427248
10161,S18_2870,23,125.4,9,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Trucks and Buses,1:12,Welly Diecast Productions,*,35.0,95.89726108324484,201.35169417571103
10161,S18_3685,36,132.8,10,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Vintage Cars,1:32,Autoart Studio Design,*,549.0,19.786338382417192,38.765260190796326
10161,S18_4933,25,62.72,1,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Trucks and Buses,1:12,Red Start Diecast,*,135.0,96.16290266561354,168.62539362803554
10161,S24_1046,37,73.49,5,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Vintage Cars,1:18,Exoto Designs,*,9126.0,51.33120378470996,84.01866750378883
10161,S24_1628,23,47.29,7,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Vintage Cars,1:32,Red Start Diecast,*,8644.0,21.11227895187316,36.71636117458108
10161,S24_2766,20,82.69,3,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Classic Cars,1:18,Min Lin Diecast,*,9771.0,90.94319837620289,142.3210022072687
10161,S24_2887,25,108.04,2,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Trucks and Buses,1:32,Highway 66 Mini Classics,*,25.0,59.38514794405416,71.77034777362675
10161,S24_3191,20,72.77,4,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Vintage Cars,1:32,Autoart Studio Design,*,542.0,22.16798995339853,48.98457794291901
10161,S24_3432,30,94.23,6,2003-10-17,2003-10-25,2003-10-20,Shipped,,227,Heintze Collectables,Ibsen,Palle,86 21 3555,Smagsloget 45,,Århus,,8200,Denmark,1401.0,120800,*,Trucks and Buses,1:32,Autoart Studio Design,*,41.0,34.1899140961159,75.9545998716286
10162,S18_1342,48,87.33,2,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:50,Motor City Art Classics,*,3135.0,48.032797129354,58.55153747182122
10162,S18_1367,45,45.28,1,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:18,Min Lin Diecast,*,9771.0,73.03471596341834,121.43946177837827
10162,S18_1749,29,141.1,9,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Classic Cars,1:10,Welly Diecast Productions,*,4823.0,103.12581670121963,213.0980616935049
10162,S18_2248,27,53.28,8,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:24,Red Start Diecast,*,2728.0,15.949021017211548,33.80249745647323
10162,S18_2325,38,113.15,6,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:32,Autoart Studio Design,*,24.0,25.660152044575508,46.42763905069218
10162,S18_2795,48,156.94,3,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:24,Carousel DieCast Legends,*,1457.0,15.927158743171796,33.86853996581413
10162,S18_4409,39,86.51,10,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:32,Studio M Art Models,*,2685.0,21.88274530212572,43.65925243766007
10162,S24_1937,37,27.55,5,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:32,Carousel DieCast Legends,*,8685.0,16.062972036450535,34.6252446184046
10162,S24_2022,43,38.98,4,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Trucks and Buses,1:18,Welly Diecast Productions,*,2864.0,101.14770689707797,205.63517643757305
10162,S24_3969,37,32.82,7,2003-10-18,2003-10-26,2003-10-19,Shipped,,321,Corporate Gift Ideas Co.,Brown,Julie,6505551386,7734 Strong St.,,San Francisco,CA,94217,USA,1165.0,105000,*,Vintage Cars,1:32,Autoart Studio Design,*,550.0,16.061204787180085,35.11803833118871
10163,S10_1949,21,212.16,1,2003-10-20,2003-10-27,2003-10-24,Shipped,,424,Classic Legends Inc.,Hernandez,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1286.0,67500,*,Vintage Cars,1:50,Studio M Art Models,*,5227.0,17.435980275796787,33.92552800206117
10163,S18_2949,31,101.31,2,2003-10-20,2003-10-27,2003-10-24,Shipped,,424,Classic Legends Inc.,Hernandez,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1286.0,67500,*,Trucks and Buses,1:18,Red Start Diecast,*,6797.0,69.81069569999387,147.0231872854045
10163,S18_2957,48,59.96,4,2003-10-20,2003-10-27,2003-10-24,Shipped,,424,Classic Legends Inc.,Hernandez,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1286.0,67500,*,Classic Cars,1:18,Min Lin Diecast,*,9771.0,77.9,124.4705436561708
10163,S18_3136,40,101.58,3,2003-10-20,2003-10-27,2003-10-24,Shipped,,424,Classic Legends Inc.,Hernandez,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1286.0,67500,*,Trucks and Buses,1:32,Highway 66 Mini Classics,*,26.0,76.71816211352018,116.77040725900602
10163,S18_3320,43,80.36,6,2003-10-20,2003-10-27,2003-10-24,Shipped,,424,Classic Legends Inc.,Hernandez,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1286.0,67500,*,Trucks and Buses,1:32,Red Start Diecast,*,16.0,24.494822118886127,54.533972251021495
10163,S24_4258,42,96.42,5,2003-10-20,2003-10-27,2003-10-24,Shipped,,424,Classic Legends Inc.,Hernandez,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1286.0,67500,*,Classic Cars,1:18,Gearbox Collectibles,*,9581.0,86.3786640985903,168.78352137821227
10164,S10_4962,21,143.31,2,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Vintage Cars,1:32,Carousel DieCast Legends,*,3389.0,15.918813967741816,35.0404114605173
10164,S12_1666,49,121.64,6,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Vintage Cars,1:50,Studio M Art Models,*,7932.0,22.94929787898249,35.829387864887934
10164,S18_1097,36,103.84,8,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Classic Cars,1:18,Red Start Diecast,*,9712.0,99.43012388804244,205.1164800068545
10164,S18_4600,45,107.76,3,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Classic Cars,1:18,Min Lin Diecast,*,9664.0,101.28046419116896,200.2155324345188
10164,S18_4668,25,46.29,7,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Trucks and Buses,1:12,Red Start Diecast,*,32.0,90.73124823006184,185.1359006155371
10164,S32_1268,24,91.49,1,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Classic Cars,1:18,Min Lin Diecast,*,9762.0,69.06119857215974,138.9947734692296
10164,S32_3522,49,57.53,5,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,*,Trucks and Buses,1:18,Red Start Diecast,*,2881.0,77.9,122.8334096254262
10164,S700_2824,39,86.99,4,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.",452,Mini Auto Werke,Mendel,Roland ,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,1401.0,45300,,,,,,,,
10165,S12_1108,44,168.32,3,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Vintage Cars,1:18,Studio M Art Models,*,9444.0,16.186669156448907,34.79863608943764
10165,S12_3148,34,123.89,4,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Classic Cars,1:10,Gearbox Collectibles,*,6627.0,103.12321224064144,214.0068098498034
10165,S12_3891,27,152.26,2,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Classic Cars,1:18,Min Lin Diecast,*,9695.0,91.1760384427472,148.6503437158039
10165,S12_4473,48,109.02,12,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Classic Cars,1:10,Motor City Art Classics,*,6624.0,103.21459492712884,212.79967072628625
10165,S18_2238,29,134.26,11,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Vintage Cars,1:50,Studio M Art Models,*,9160.0,16.044046839070116,34.27395968413069
10165,S18_2319,46,120.28,15,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Classic Cars,1:18,Gearbox Collectibles,*,9712.0,72.85796895108716,143.42995999943065
10165,S18_2432,31,60.77,18,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Vintage Cars,1:32,Carousel DieCast Legends,*,593.0,15.993084653791923,35.16011005180424
10165,S18_3232,47,154.1,16,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Trucks and Buses,1:32,Welly Diecast Productions,*,4101.0,49.36988239212934,62.67888722685704
10165,S18_3259,50,84.71,1,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Trucks and Buses,1:12,Red Start Diecast,*,148.0,99.38581889454464,208.44195514880167
10165,S18_4027,28,123.51,6,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Trucks and Buses,1:32,Exoto Designs,*,2714.0,33.089306258769675,62.240806285820575
10165,S24_1444,25,46.82,9,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Vintage Cars,1:32,Red Start Diecast,*,51.0,33.11226241420189,60.54169649273652
10165,S24_2300,32,117.57,17,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,"Dragon Souveniers, Ltd.",Natividad,Eric,+65 221 7555,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,Singapore,,079903,Singapore,1621.0,103800,*,Vintage Cars,1:18,Welly Diecast Productions,*,6763.0,71.97340832949074,117.44
